Flow_from_user,Flow_to_user,flow
AskAnshul,kabirahun,-1
AskAnshul,kasuroor,-1
AskAnshul,kayeskay521,-1
AskAnshul,kuunnik88,-1
AskAnshul,lovelyyy300,-1
AskAnshul,madhavk88,-1
AskAnshul,manjukorlagunde,-1
AskAnshul,mannadeb171,-1
AskAnshul,manujsharan,-1
AskAnshul,maytkt,-1
AskAnshul,mechyyogi,-1
AskAnshul,mgrntr,-1
AskAnshul,miiindia,-1
AskAnshul,mksoni281,-1
AskAnshul,modifan62,-1
AskAnshul,murthy_sowjanya,-1
AskAnshul,mysoulindia,-1
AskAnshul,namo_wins,-1
AskAnshul,nandureddy,-1
AskAnshul,nilleo007,-1
AskAnshul,npsshetty,-1
AskAnshul,ntsocool1,-1
AskAnshul,pawanjrai,-1
AskAnshul,powernamo,-1
AskAnshul,pradx42,-1
AskAnshul,prateek1013,-1
AskAnshul,praveensara,-1
AskAnshul,rahul_1690,-1
AskAnshul,rahul1521993,-1
AskAnshul,rahul2277_,-1
AskAnshul,rahulrastogi72,-1
AskAnshul,raja1260,-1
AskAnshul,rajudrnair,-1
AskAnshul,ramraj007,-1
AskAnshul,rbr6000,-1
AskAnshul,retweetkrengeab,-1
AskAnshul,roops91,-1
AskAnshul,sachaturvedi,-1
AskAnshul,samir_patil,-1
AskAnshul,sandeep21031983,-1
AskAnshul,sanjayhsharma,-1
AskAnshul,sanjogkawade,-1
AskAnshul,santosh20021983,-1
AskAnshul,satyenrohra,-1
AskAnshul,savannahrrlatt1,-1
AskAnshul,sbeevest,-1
AskAnshul,shailendra1212,-1
AskAnshul,shailendraaseem,-1
AskAnshul,shishshames,-1
AskAnshul,shubhsahu93,-1
AskAnshul,smjsri,-1
AskAnshul,sohamgh9,-1
AskAnshul,sonijeetu99,-1
AskAnshul,sway_hi,-1
AskAnshul,the_arm_chair,-1
AskAnshul,thebagchi,-1
AskAnshul,theckdas,-1
AskAnshul,thehotbharatiya,-1
AskAnshul,thetweetbygod,-1
AskAnshul,tprafull,-1
AskAnshul,trustingindia,-1
AskAnshul,v_bipan,-1
AskAnshul,viiru09,-1
AskAnshul,vikaspandora,-1
AskAnshul,vikasy552,-1
AskAnshul,vj2infotech,-1
AskAnshul,vrkommaraju,-1
AskAnshul,yogeshcapri,-1
AskAnshul,yogisamatvanand,-1
AskAnshul,zasambhu,-1
AskAnshul,zeet_s,-1
askdheeraj,indieanarch,-1
askhkb,rahulroushan,1
asksanwar,steve_hanke,1
aslam_arp,mkatju,1
aslam200227,Devinder_Sharma,1
aslisaleem,rssurjewala,1
aslivicky,URautelaForever,1
aslucs,ShashiTharoor,1
asmanksharma,aaanupriyaaa,1
asmon_fredrick,rssurjewala,1
asoucat,CGDev,1
aspchart,MohanRamadurai,1
aspremolla,JPAL_Global,1
asraghunath,sourava88384237,-1
assam123dotcom,BspUp2017,1
assassinsps,pdev070,-1
assistant_ozil,URautelaForever,1
asswesee,rahulroushan,1
asterixdegaulle,pGurus1,1
asthamittalrg,rssurjewala,1
astro_rat,ashu3page,1
astro121995,DrKumarVishwas,1
astrologistindi,bjpsamvad,1
asultan7,URautelaForever,1
asurpurkar,AskAnshul,1
asutoshap,mahcongress,1
asvlalit,jamewils,1
atamariya,jairajp,1
atanver404,URautelaForever,1
Ateendriyo,anshikashukla,-1
Ateendriyo,ghoshabhshk,-1
Ateendriyo,kapadiapranav,-1
Ateendriyo,srini_hariharan,-1
ateeqtak,Gadgets360,1
ATEKAssetScan,bakerlewis85,-1
ATEKAssetScan,bennatureaddict,-1
ATEKAssetScan,dollyraydigital,-1
ATEKAssetScan,dorothypcarter,-1
ATEKAssetScan,edwardmartain,-1
ATEKAssetScan,galdinus_gomes,-1
ATEKAssetScan,jenkinsshayanna,-1
ATEKAssetScan,kerry_gorgone,-1
ATEKAssetScan,maeva__davis,-1
ATEKAssetScan,manjugautam1962,-1
ATEKAssetScan,noemie__taylor,-1
ATEKAssetScan,smm_lisa,-1
ATEKAssetScan,sofiamiller0,-1
ATEKAssetScan,suzieqnelson,-1
ATEKAssetScan,sylviajanotta,-1
ATEKAssetScan,viviengertsch,-1
athappa,ippatel,1
atharvakambli,URautelaForever,1
athavale_abhi,gauravcsawant,1
Atheist_Krishna,_prejudiced,-1
Atheist_Krishna,000mrs000,-1
Atheist_Krishna,8dilip,-1
Atheist_Krishna,aapkatejubhaiya,-1
Atheist_Krishna,abhashkumarbhoi,-1
Atheist_Krishna,abhijeetkum,-1
Atheist_Krishna,ablearcher7,-1
Atheist_Krishna,aditya9972,-1
Atheist_Krishna,advancedmaushi,-1
Atheist_Krishna,am_ujjwal,-1
Atheist_Krishna,amitdch,-1
Atheist_Krishna,anando_dutta,-1
Atheist_Krishna,ankitvasta1,-1
Atheist_Krishna,apnadk,-1
Atheist_Krishna,athreyaster,-1
Atheist_Krishna,atulcfo,-1
Atheist_Krishna,banjobawra,-1
Atheist_Krishna,baruahrana123,-1
Atheist_Krishna,bawri_chori,-1
Atheist_Krishna,be_manusya,-1
Atheist_Krishna,beiing_tiger_,-1
Atheist_Krishna,benjwalanuj,-1
Atheist_Krishna,berozgaarhoo,-1
Atheist_Krishna,bhaisaabkoram,-1
Atheist_Krishna,bhandariadit,-1
Atheist_Krishna,bhubana_nanda,-1
Atheist_Krishna,bist6govind,-1
Atheist_Krishna,chaitanya_cj7,-1
Atheist_Krishna,champ_nikk,-1
Atheist_Krishna,chweeneytodd,-1
Atheist_Krishna,cinemaakikasam,-1
Atheist_Krishna,coffeepencamera,-1
Atheist_Krishna,control_uday,-1
Atheist_Krishna,cricket_holic,-1
Atheist_Krishna,deedhinsaan,-1
Atheist_Krishna,devsr84,-1
Atheist_Krishna,dhruvalp3,-1
Atheist_Krishna,dineshlakhanpa1,-1
Atheist_Krishna,hanamantaasangi,-1
Atheist_Krishna,harrygoswami95,-1
Atheist_Krishna,harsh_nagpal,-1
Atheist_Krishna,hitler_baba,-1
Atheist_Krishna,iamask_avinash,-1
Atheist_Krishna,iamgauravkake,-1
Atheist_Krishna,ihavnthandle,-1
Atheist_Krishna,imsanjay_21,-1
Atheist_Krishna,iomkumar,-1
Atheist_Krishna,it_keeda,-1
Atheist_Krishna,itsmeadii1221,-1
Atheist_Krishna,iyengarhgv,-1
Atheist_Krishna,jsap4,-1
Atheist_Krishna,justkiddingyaar,-1
Atheist_Krishna,kachhuaachhaap,-1
Atheist_Krishna,keerthinarayan8,-1
Atheist_Krishna,kejublackmailer,-1
Atheist_Krishna,krutarth8495,-1
Atheist_Krishna,kuldpvys,-1
Atheist_Krishna,legenddhananjay,-1
Atheist_Krishna,mi_puneri,-1
Atheist_Krishna,modicure,-1
Atheist_Krishna,mohitjakhariya,-1
Atheist_Krishna,moodybansal,-1
Atheist_Krishna,mrkotians,-1
Atheist_Krishna,mshivaram,-1
Atheist_Krishna,muditkh,-1
Atheist_Krishna,n2r3ndr2,-1
Atheist_Krishna,naik_raish,-1
Atheist_Krishna,nansknight,-1
Atheist_Krishna,naresh0052,-1
Atheist_Krishna,niksnirav,-1
Atheist_Krishna,nisarg_parikh,-1
Atheist_Krishna,nkblr,-1
Atheist_Krishna,not_that_techie,-1
Atheist_Krishna,notrajnikant,-1
Atheist_Krishna,outthinker83,-1
Atheist_Krishna,parthpa07241800,-1
Atheist_Krishna,payalbhayana,-1
Atheist_Krishna,pikukaushal,-1
Atheist_Krishna,pmkejri,-1
Atheist_Krishna,pradeep3940,-1
Atheist_Krishna,prahladkr,-1
Atheist_Krishna,prashan20943955,-1
Atheist_Krishna,prashant1056,-1
Atheist_Krishna,prashantm52,-1
Atheist_Krishna,prembhatt0286,-1
Atheist_Krishna,raghavrathi15,-1
Atheist_Krishna,ramanpran,-1
Atheist_Krishna,ranga_swamy,-1
Atheist_Krishna,ravikumar_8484,-1
Atheist_Krishna,rbr6000,-1
Atheist_Krishna,ridhima0107,-1
Atheist_Krishna,rightarmover_,-1
Atheist_Krishna,rockingmulga,-1
Atheist_Krishna,saahilrathi21,-1
Atheist_Krishna,sainath_kits,-1
Atheist_Krishna,saminsane,-1
Atheist_Krishna,sandy_ag,-1
Atheist_Krishna,sanjayjoshi27,-1
Atheist_Krishna,sarcasticsadhu,-1
Atheist_Krishna,shashishekhard,-1
Atheist_Krishna,shettyshashank5,-1
Atheist_Krishna,shewalevitthal,-1
Atheist_Krishna,shobhitjiet,-1
Atheist_Krishna,sir_khujliwal,-1
Atheist_Krishna,skywalker8901,-1
Atheist_Krishna,snjy_rajguru,-1
Atheist_Krishna,snoovemehrotra,-1
Atheist_Krishna,sri_newton,-1
Atheist_Krishna,subramanyajois,-1
Atheist_Krishna,tarunpall,-1
Atheist_Krishna,thrills_cheap,-1
Atheist_Krishna,thumbahasivu,-1
Atheist_Krishna,thy_sikander,-1
Atheist_Krishna,tigervaishnav,-1
Atheist_Krishna,twety_swety,-1
Atheist_Krishna,twiish_,-1
Atheist_Krishna,ugramveeram123,-1
Atheist_Krishna,umadeviumeein,-1
Atheist_Krishna,unknownpagal,-1
Atheist_Krishna,vaayu_putra,-1
Atheist_Krishna,vanshnarayan,-1
Atheist_Krishna,viewsspade,-1
Atheist_Krishna,vikas_sillycon,-1
Atheist_Krishna,vineypandey,-1
Atheist_Krishna,virajjk,-1
Atheist_Krishna,wicked_asr,-1
Atheist_Krishna,woh_ladka,-1
Atheist_Krishna,yindia_05,-1
atheist_taco,Timcast,1
atheistdevil,jairajp,1
atheistdevil,jamewils,1
atheistdevil,jay_ambadi,1
atheistdevil,RealHistoryPic,1
atheistdevil,steve_hanke,1
athreyaster,Atheist_Krishna,1
athu_atharvan,URautelaForever,1
atishhr,harshkkapoor,1
atishhr,Punitspeaks,1
atishj7,URautelaForever,1
atk0o,URautelaForever,1
atlantesindia,AnchliaAnil,1
atlantesindia,centerofright,1
atlantesindia,Dhakad_VSL,1
atlantesindia,Gitanjali_DS,1
atlantesindia,Joydeep_911,1
atlantesindia,KiranKS,1
atlantesindia,PiyushGoyalOffc,1
atlantesindia,rachitmathur5,1
atlantesindia,shaggyno1,1
atlantesindia,SharmaKhemchand,1
atomtech_india,AbhishantPant,1
attomeybharti,aapkegopalrai,-1
attomeybharti,aioisoia,-1
attomeybharti,ajeetj_20,-1
attomeybharti,amit3948,-1
attomeybharti,anilmolkere19k,-1
attomeybharti,anxjain,-1
attomeybharti,arkayvi,-1
attomeybharti,arpitsizzle,-1
attomeybharti,arunmcops,-1
attomeybharti,aryaalok,-1
attomeybharti,ashwinguru,-1
attomeybharti,atulmohan2,-1
attomeybharti,autisticaries,-1
attomeybharti,babakigufaa,-1
attomeybharti,berrymiraculous,-1
attomeybharti,bvijayrao,-1
attomeybharti,c_venkat,-1
attomeybharti,chakmakmeaag,-1
attomeybharti,chkoushik2,-1
attomeybharti,coolfunnytshirt,-1
attomeybharti,darshan_rs,-1
attomeybharti,desiengnr,-1
attomeybharti,dharmikshah10,-1
attomeybharti,dhawalpatel5,-1
attomeybharti,dhirajrathod03,-1
attomeybharti,enggjourno,-1
attomeybharti,fireboltt,-1
attomeybharti,fuckerox,-1
attomeybharti,futbolgowtham,-1
attomeybharti,golgappewala,-1
attomeybharti,gujjublackadder,-1
attomeybharti,hrduva,-1
attomeybharti,hulkingms,-1
attomeybharti,imkbayar,-1
attomeybharti,indomitablesoul,-1
attomeybharti,infinite_echoes,-1
attomeybharti,ironakgupta,-1
attomeybharti,ithrahim,-1
attomeybharti,jha_vishal1988,-1
attomeybharti,jihadilove,-1
attomeybharti,kapilsadhale,-1
attomeybharti,kavitanf,-1
attomeybharti,kramu56,-1
attomeybharti,krrisshna,-1
attomeybharti,manjeet296,-1
attomeybharti,maverikbrowbeat,-1
attomeybharti,medhparth,-1
attomeybharti,mesarveshmaurya,-1
attomeybharti,modinaama,-1
attomeybharti,mohapatrasachi1,-1
attomeybharti,mumukshu87,-1
attomeybharti,munish19692003,-1
attomeybharti,muraliks_11,-1
attomeybharti,nagarjunamca,-1
attomeybharti,namo007royal,-1
attomeybharti,navaltiger,-1
attomeybharti,nehaapriyaa,-1
attomeybharti,nishith1608,-1
attomeybharti,olestoepoke,-1
attomeybharti,pankajsharma153,-1
attomeybharti,pappu_pedia,-1
attomeybharti,parthpa07241800,-1
attomeybharti,piyush4bjp,-1
attomeybharti,pragz_gamefreak,-1
attomeybharti,pratiksav,-1
attomeybharti,purushottam_kr,-1
attomeybharti,rahul1521993,-1
attomeybharti,rkgeemail,-1
attomeybharti,rpg_89,-1
attomeybharti,rtswala,-1
attomeybharti,rustymarine,-1
attomeybharti,samarjeetmitra,-1
attomeybharti,samdarkinvader,-1
attomeybharti,sarangpitale,-1
attomeybharti,shivanibabu,-1
attomeybharti,shuddhadesi,-1
attomeybharti,skshubhang,-1
attomeybharti,smartminions,-1
attomeybharti,spchethansp,-1
attomeybharti,sridharkkannam,-1
attomeybharti,srikarkoushik,-1
attomeybharti,srividya23,-1
attomeybharti,stilllearning82,-1
attomeybharti,supreeth28,-1
attomeybharti,talk2vin0d,-1
attomeybharti,tanuaditya,-1
attomeybharti,theamolpatil,-1
attomeybharti,thedrunknight,-1
attomeybharti,thesanemind,-1
attomeybharti,timelesssteel,-1
attomeybharti,trustingindia,-1
attomeybharti,ultapultanikhil,-1
attomeybharti,vasuki_bhujang,-1
attomeybharti,vhampiholi21,-1
attomeybharti,vidyutdr,-1
attomeybharti,viewsspade,-1
attomeybharti,vighrane01,-1
attomeybharti,vinayak1002a,-1
attomeybharti,vipul09,-1
attomeybharti,vivekgangishett,-1
attomeybharti,wittyparag,-1
attorneymanish,Ra_THORe,1
atulcfo,Atheist_Krishna,1
atulk66,dravirmani,1
atulkasbekar,k2ketkitara,-1
atulladniya,gauravcsawant,1
atulmohan2,5Forty3,1
atulmohan2,attomeybharti,1
atulmohan2,muglikar_,1
atulmohan2,rahulroushan,1
atulnewmumbai,DrKumarVishwas,1
atulrao1,gauravcsawant,1
atyabhai,thebetterindia,1
aumarunmehra,ModiBharosa,1
austradetastlng,BajajAllianzLIC,1
autisticaries,attomeybharti,1
autisticaries,URautelaForever,1
autosandeep,TheDarjChron,1
AUTOTODAYMAG,runsimrun,-1
autumnshade,hi_paresh,1
avaaaani,URautelaForever,1
avanishmishra97,NipponData,1
avantiu,BSLMF,1
avarakai,anuuragjain,-1
avarakai,tolerantdesii,-1
avatans,rajeevsrinivasa,-1
avatans,suniljakkaraju,-1
avax83,ModiBharosa,1
avd_kvp,sahilku65334183,-1
avdheshkumartsi,abhic_1983,1
avdheshkumartsi,ZeeNewsSports,1
avdhoot123,priyaakulkarni2,1
aveeksen,URautelaForever,1
avi_saxena,5Forty3,1
avi0074,dgogoi,1
avijai143,DrKumarVishwas,1
avijitc39882444,Joydeep_911,1
avinaashktc,myvotetoday,1
avinaashktc,pragya_bhushan,1
avinash_mailme,Abhishek3592,1
avinash_mailme,Joydas,1
avinash_mailme,MaheshJagga,1
avinash_mailme,ModiBharosa,1
avinash_mailme,PIB_India,1
avinashisingh,mkatju,1
avinashs316,DrGPradhan,1
avinaspandey,URautelaForever,1
avio280289,ippatel,1
aviralmittal,deep_anchor,1
aviralmittal,HarshBites,1
aviralmittal,jamewils,1
aviralmittal,Memeghnad,1
aviralmittal,ms_rana,1
aviralmittal,MuzzammilAap,1
aviralmittal,nixxin,1
aviralmittal,temporary_handl,1
avishek_20,rahulroushan,1
avneet987,jan14anurag,1
avonsfalries,BajajAllianzLIC,1
awachar1983,madskak,1
awake2righteous,Pastor_Dowell,1
awesomeanurock,ModiBharosa,1
awesomeindia83,nirmalyaseo,-1
awesomeindia83,opentwletter,-1
awesomepraveeng,URautelaForever,1
Awhadspeaks,daily_ncp,-1
awnuraag,rajeev_mp,1
ayaanspeaks,URautelaForever,1
ayamatmabrahm,5Forty3,1
ayamatmabrahm,giniromet,1
ayelaikhan,URautelaForever,1
ayemhari,steve_hanke,1
ayeshafarhin1,DrKumarVishwas,1
ayush_ag11,URautelaForever,1
ayushman_06,subodh_sarthi,-1
ayushnigamsworl,DrKumarVishwas,1
ayushrrathi,iindrojit,1
aywmodeltown,DrKumarVishwas,1
ayyappakumar10,Sethumadhavan,1
ayyappakumar10,sri50,1
ayyappanramasam,cleviic,1
ayyogeorge,steve_hanke,1
azaddpanchi,DrKumarVishwas,1
azaharg,DrKumarVishwas,1
azazshaikhiyc,ameytirodkar,1
azazshaikhiyc,rssurjewala,1
azeez_ahmad,MinIT_Telangana,1
azhar2ajju,ShashiTharoor,1
azharahamed,mkatju,1
azomer,jpal_global,-1
azomer,JPAL_Global,1
azomer,mitgovlab,-1
azomer,pritha88,-1
azomer,ulkakelkar,-1
azuitshi,5Forty3,1
azuitshi,SecretaryMEITY,1
azurusdracon,amazingatheist,1
B_Rich33NO,ipressproject,-1
B_Rich33NO,jessicaannbowma,-1
b_richardn,rssurjewala,1
b_richardn,ShashiTharoor,1
b_swaraj,gauravcsawant,1
b_swaraj,URautelaForever,1
b50,absolutamit,-1
b50,bugs_punny,-1
b50,clockroots,-1
b50,daknews,-1
b50,deathendsfun,-1
b50,sandipshettyyer,-1
b50,shaludhyani,-1
b50,wilsonmpaul,-1
baavachitra,_MiteshPatel,1
baazdrame,mkatju,1
baba_chu,RoflGandhi_,1
baba_marx,su_nils,1
babajibaala,centerofright,1
babajibaala,IncomeTaxIndia,1
babakigufaa,attomeybharti,1
babakigufaa,rahulroushan,1
babakigufaa,URautelaForever,1
babangaikwad12,mahcongress,1
babapushpak,digvijaya_28,1
babita976,MIB_India,1
babita976,PIB_India,1
babluya54983447,ModiBharosa,1
babubhaivaghela,IndiaToday,1
babucrpfdelhi,aartic02,1
babuji9,AskAnshul,1
baburajvarma,gauravcsawant,1
baburajvarma,SreeIyer1,1
babusaheb90,DrKumarVishwas,1
babz666,Nr_Shiralkar,1
bacwaters,jamewils,1
badbolatrivedi,RoflGandhi_,1
badboypspk,sreesurya5,1
baheshta_s,MoviezAdda,1
bainjal,dpatell19471,-1
bainjal,jenixrino,-1
baisaaa,Tanim0104,1
baislavivek,dhume,1
baislavivek,SatyendarJain,1
BajajAllianzLIC,4h_treyu,-1
BajajAllianzLIC,4ngeezy__,-1
BajajAllianzLIC,aarlcanob,-1
BajajAllianzLIC,abobassam9465,-1
BajajAllianzLIC,aboommar97,-1
BajajAllianzLIC,ah_shlz,-1
BajajAllianzLIC,amol_m1980,-1
BajajAllianzLIC,anaiysefootbal,-1
BajajAllianzLIC,angelcifuente24,-1
BajajAllianzLIC,austradetastlng,-1
BajajAllianzLIC,avonsfalries,-1
BajajAllianzLIC,brun3tte_the,-1
BajajAllianzLIC,ciubdeeeg,-1
BajajAllianzLIC,farens_worid,-1
BajajAllianzLIC,feederiico_6,-1
BajajAllianzLIC,g0thponcho,-1
BajajAllianzLIC,glrl_faded,-1
BajajAllianzLIC,hugheswarwlck,-1
BajajAllianzLIC,iamrud8,-1
BajajAllianzLIC,j0nmonastero,-1
BajajAllianzLIC,khasanb36,-1
BajajAllianzLIC,luzbelenlaria,-1
BajajAllianzLIC,maldltohobbit,-1
BajajAllianzLIC,malsieroach,-1
BajajAllianzLIC,mlnapeartree,-1
BajajAllianzLIC,mlnimoderns,-1
BajajAllianzLIC,polo_princess97,-1
BajajAllianzLIC,pritambakshi501,-1
BajajAllianzLIC,rauhivamps,-1
BajajAllianzLIC,rdx_75,-1
BajajAllianzLIC,samlalaql,-1
BajajAllianzLIC,savyvonne699,-1
BajajAllianzLIC,smoothste2,-1
bajajhansal,_MiteshPatel,1
bajajjagmohan,IamRitzV,1
bajajravikant,gauravcsawant,1
bajrangi_aslam,URautelaForever,1
bakerlewis85,ATEKAssetScan,1
bala_rabhouse,jairajp,1
bala_rabhouse,jay_ambadi,1
bala217,MagChennai,1
balabr,5Forty3,1
balaindrajith,Chakolebaaz,1
balaindrajith,rssurjewala,1
balaindrajith,ShirishKunder,1
balaindrajith,Tanim0104,1
balajee_mdu,URautelaForever,1
balajimuthyala,MIB_India,1
balajimuthyala,PIB_India,1
balala_ahmed,MinIT_Telangana,1
balamenon,5Forty3,1
balamy,gauravcsawant,1
balda_sanjeev,rahulroushan,1
baldevkhokhar1,bishnoikuldeep,1
balgobind1983,DrKumarVishwas,1
balkararn1,DrKumarVishwas,1
balkrishnapara1,gauravcsawant,1
baller_status28,18dMedia,1
balliaticbabu,gauravcsawant,1
balmukundkmr,neveraever,1
balrammmm,URautelaForever,1
balrams01,MoneyonMobileIR,1
balu_shab,KambojMeenakshi,1
banamalinayak,iarunmani,1
band318,sundeepgummadi,1
baneofhipsters,Timcast,1
bangarhimanshu,gauravcsawant,1
BanGayaKutta,nisha_228,-1
banifanzz,URautelaForever,1
baniya_1,rahulroushan,1
banizlam,ANI_news,1
banizlam,DipendraDipzo,1
banjobawra,Atheist_Krishna,1
bank_tehran,AskAnshul,1
bankim_boss,DrKumarVishwas,1
banknomics,deepasidharth,-1
bannubhai12,satishkumarm2,1
bansal023,gauravcsawant,1
bansal2244,DrGPradhan,1
bansala_amit,trustingindia,-1
bansanirmal,Joydeep_911,1
bansanirmal,kanimozhi,1
bansanirmal,ModiBharosa,1
bansanirmal,PIB_India,1
bansanirmal,Ra_THORe,1
bansodsada,ashu3page,1
bansodsada,SAURAVK09644570,1
bantoshdayama,ShashiTharoor,1
baradads,BaradaDs,1
BaradaDs,baradads,-1
BaradaDs,shubhammarian,-1
barauniveer,ippatel,1
barbarindian,27amit,-1
barbarindian,afzza_00,-1
barbarindian,ahindu_,-1
barbarindian,bharath_b2,-1
barbarindian,choudhurysam1,-1
barbarindian,dineshattresh,-1
barbarindian,dinipc,-1
barbarindian,ganeshchetan,-1
barbarindian,gnr_rwt,-1
barbarindian,harsha_raghu,-1
barbarindian,hindu_minority,-1
barbarindian,iamsmithaa,-1
barbarindian,jagankris,-1
barbarindian,jpackjack,-1
barbarindian,jugnort,-1
barbarindian,laxmisagarnitw,-1
barbarindian,lodhamar,-1
barbarindian,lovely_phaaji,-1
barbarindian,mohanrakesh1909,-1
barbarindian,mokrish,-1
barbarindian,monk_razr,-1
barbarindian,nanditasoibam,-1
barbarindian,neerajgoyal8,-1
barbarindian,nilofar31,-1
barbarindian,palomasharma,-1
barbarindian,prakash_joshi01,-1
barbarindian,raghuaiyar,-1
barbarindian,rajeevjaiiswal,-1
barbarindian,s_inttam,-1
barbarindian,s_navroop,-1
barbarindian,sanjay2114,-1
barbarindian,sasha557931,-1
barbarindian,seetharamakota1,-1
barbarindian,squaregas,-1
barbarindian,stupidosaur,-1
barbarindian,surajrai_,-1
barbarindian,swarajeksankalp,-1
barbarindian,the_pkc,-1
barbarindian,vidyut,-1
barbarindian,vinaleekha1,-1
barbarindian,vishaldadlani,-1
barbarindian,vsdca13,-1
barbarindian,watdehel,-1
bardhmanlyc,ashu3page,1
baredevili,amitgupta0310,1
barethia,raghuramrajang,1
barisbayram2045,CGDev,1
barnes_law,LionelMedia,1
barnwalajay00,AdityaNair20,1
barua_ashish,dailyonion,1
baruahrana123,aadityagautom,1
baruahrana123,Atheist_Krishna,1
barundebbarun,roshankar,1
barundebbarun,SwachhPolitics,1
barwarsanjay,SecretaryMEITY,1
basasofficial,becca_savory,1
basayya_r,SecretaryMEITY,1
basicincome,JustinSandefur,1
basicincome,rBasicIncome,1
basicincomenews,JustinSandefur,1
baskerm,Ra_THORe,1
baskodigama,MahikaInfra,1
bassguitarpanda,amazingatheist,1
basuhan9,5Forty3,1
BatchMasterInd,leena_masih,-1
BatchMasterInd,techsiddhi,-1
battrebeet,steve_hanke,1
bawachi64,kanimozhi,1
bawri_chori,Atheist_Krishna,1
bawrirenu,gaganagrawal,1
baxtabber47,nivedithg,1
bbc_word,RoflGandhi_,1
BBSRBuzz,abhisek18,-1
bcasglobal,economistdk,-1
bcaton2,amazingatheist,1
bccmalkapur1,mahcongress,1
bchowla,centerofright,1
bd8a9b02c9214b7,ashu3page,1
bdanaher17,Sarah__Reynolds,1
bdash88,5Forty3,1
bdeshbot,srithh,1
bdonovan463,5Forty3,1
be_anurag,ShefVaidya,1
be_manusya,Atheist_Krishna,1
BeaLeydier,guindiaink,-1
beastintheworld,URautelaForever,1
beatrixkiddo_ps,gauravcsawant,1
beautyon_,jp_koning,1
becca_savory,basasofficial,-1
bedantadutta5,5Forty3,1
bedigs2010,dna,1
beeandblu,URautelaForever,1
beefjanataparty,HumorMinistry,1
beegeorge,steve_hanke,1
beguilingbeing,URautelaForever,1
behindwoods,ragulram16,-1
beiing_tiger_,Atheist_Krishna,1
being_akbar,AmitHPanchal,1
Being_Humor,i_neerav,-1
being_munch,URautelaForever,1
being_prabhu,URautelaForever,1
being_pradipta,URautelaForever,1
being_raji,URautelaForever,1
being_rashi25,URautelaForever,1
being_salman01,URautelaForever,1
being_sarmi,URautelaForever,1
being_secular1,RoflGandhi_,1
being_shiva_,URautelaForever,1
beingakhan_,ItsBollyLive,1
beingayang,aartic02,1
beingchanchal,URautelaForever,1
beingdaring1,URautelaForever,1
beingdeshmukh,URautelaForever,1
beingdzired,tjain2016,1
beingfanforever,URautelaForever,1
BeingHindu,vipulit,-1
beinghrithik1,URautelaForever,1
beinghritwick,URautelaForever,1
beingjanak,URautelaForever,1
beingkalptaru,URautelaForever,1
beingkaransingh,URautelaForever,1
beingkdr,5Forty3,1
beingkhalia,ItsBollyLive,1
beingkhanafreen,MoviezAdda,1
beingkushaloffl,URautelaForever,1
beingnadia0,MoviezAdda,1
beingnarendrank,URautelaForever,1
beingnitesh95,URautelaForever,1
beingpanka_j,URautelaForever,1
beingraunak,URautelaForever,1
beingright,BeingRight,1
BeingRight,beingright,-1
beingrobin1995,URautelaForever,1
beingrogihadid,URautelaForever,1
beingrohan_,URautelaForever,1
beingsachindg,ModiBharosa,1
beingsachindg,URautelaForever,1
beingsafdar,ashu3page,1
beingshreya_,URautelaForever,1
beingsksfan,URautelaForever,1
beingsksveer,URautelaForever,1
beingsuperfool,URautelaForever,1
beingsyadav,URautelaForever,1
beingteenagupta,URautelaForever,1
beingvishh,URautelaForever,1
belogicalplz,bi_india,1
belvinvaz,ShashiTharoor,1
benchandra7,gauravcsawant,1
benchtrack,URautelaForever,1
bengaleebabu,drshraddha16,1
bengaleebabu,Joydeep_911,1
bengalsanat,smita_muk,1
benhamadrian,NG_withINC,1
benjwalanuj,Atheist_Krishna,1
bennatureaddict,ATEKAssetScan,1
bennetmech,sri50,1
benseiwyn,TheMehulPatel,1
bernierockson,LivingOnChi,1
berozgaarhoo,Atheist_Krishna,1
berrymiraculous,5Forty3,1
berrymiraculous,attomeybharti,1
bespeerbrian,amazingatheist,1
best_brt,AskAnshul,1
besties_buddy,aaanupriyaaa,1
better_delhincr,better_delhincr,1
better_delhincr,better_delhincr,-1
better_delhincr,JammuKashmir5,1
bewith_sm,URautelaForever,1
bf086d2127d24f8,DrKumarVishwas,1
bffjjaddict,LionelMedia,1
bgagan911,Stupidosaur,1
bgiddu,SecretaryMEITY,1
bgopu1973,rupasubramanya,1
bgradecitizen,Memeghnad,1
bhaag_yaha_se,URautelaForever,1
bhaanuwrites,DaaruBaazMehta,1
bhaanuwrites,roshankar,1
bhadanagaurav,URautelaForever,1
BhairaviAshar,integralunity,-1
bhaisaabkoram,Atheist_Krishna,1
bhaitard,URautelaForever,1
bhaiyyajispeaks,dilse_desi,-1
bhaiyyajispeaks,girishc1964,-1
bhaiyyajispeaks,hrajshri,-1
bhaiyyajispeaks,iamiteshh,-1
bhaiyyajispeaks,iutkarshsharma,-1
bhaiyyajispeaks,jitendrasing1,-1
bhaiyyajispeaks,parthpa07241800,-1
bhaiyyajispeaks,prabhav135,-1
bhaiyyajispeaks,rrr23saini,-1
bhaiyyajispeaks,sushilsk444,-1
bhaiyyajispeaks,thanda2kool,-1
bhaiyyajispeaks,vikrantgautam56,-1
