"","X","Flow_from_user","Flow_to_user","flow"
"1739",1739,"angelusarch","fidonomics",1
"1741",1741,"angmo_shubhna","URautelaForever",1
"1743",1743,"angryboyfriend8","RealHistoryPic",1
"1745",1745,"angryshiv","URautelaForever",1
"1747",1747,"angryyoungman11","jamewils",1
"1749",1749,"angryyoungman11","Stupidosaur",1
"2006",2006,"ANI_news","anupama2014",-1
"2918",2918,"ANI_news","banizlam",-1
"4706",4706,"ANI_news","deepaksam5",-1
"4742",4742,"ANI_news","deeptiyvd",-1
"7632",7632,"ANI_news","imsanjeevthakur",-1
"8470",8470,"ANI_news","jhamahakundanam",-1
"8556",8556,"ANI_news","jodhpur_blue",-1
"14322",14322,"ANI_news","rakeshb71917365",-1
"15604",15604,"ANI_news","sainath_kits",-1
"17278",17278,"ANI_news","snatansupremacy",-1
"1751",1751,"aniilkumaranil","IbrahimTasleem",1
"1753",1753,"aniketsingla87","JaiveerShergill",1
"1755",1755,"anil_angl","RealHistoryPic",1
"1757",1757,"anil_chouksey","AashaBisht",1
"16232",16232,"anil_khandal","saurabhindoriya",-1
"1759",1759,"anil_lohani","DrKumarVishwas",1
"1761",1761,"anil_tikar2","ZeeNewsSports",1
"1763",1763,"anil2653","ippatel",1
"1765",1765,"anilaap","bharat_builder",1
"1767",1767,"anildhar9","centerofright",1
"1769",1769,"anildhar9","gauravcsawant",1
"1771",1771,"aniljharbade2","PiyushGoyalOffc",1
"1773",1773,"aniljothomas","RealHistoryPic",1
"1775",1775,"aniljothomas","roshankar",1
"1777",1777,"anilk1233","UrjitPatelRBI",1
"1779",1779,"anilk2100","DrKumarVishwas",1
"1781",1781,"anilkmathur","aartic02",1
"1783",1783,"anilkmathur","steve_hanke",1
"1016",1016,"anilkohli54","agarwal_navin",-1
"1222",1222,"anilkohli54","akg316arvind",-1
"1234",1234,"anilkohli54","akhaip",-1
"1246",1246,"anilkohli54","akhillodha",-1
"1270",1270,"anilkohli54","akohli03",-1
"1785",1785,"anilkohli54","anilkohli54",1
"1786",1786,"anilkohli54","anilkohli54",-1
"2108",2108,"anilkohli54","arbind1982",-1
"2266",2266,"anilkohli54","arunmcops",-1
"3302",3302,"anilkohli54","bhavahyuktah",-1
"3346",3346,"anilkohli54","bhiseramesh",-1
"3466",3466,"anilkohli54","biswajit_padhy",-1
"3908",3908,"anilkohli54","cgbalajird",-1
"4288",4288,"anilkohli54","commandersaini",-1
"4852",4852,"anilkohli54","desivoltaire",-1
"6608",6608,"anilkohli54","gurusunadholi",-1
"7708",7708,"anilkohli54","indianalltheway",-1
"9352",9352,"anilkohli54","kkantbajpai",-1
"9386",9386,"anilkohli54","kochar1976",-1
"9452",9452,"anilkohli54","krch2783",-1
"10288",10288,"anilkohli54","mandirashastri",-1
"10500",10500,"anilkohli54","marathabaan",-1
"10654",10654,"anilkohli54","mayurpatel1661",-1
"10920",10920,"anilkohli54","minesh_jsn",-1
"1787",1787,"anilkohli54","MohanRamadurai",1
"11716",11716,"anilkohli54","nanditakhaire",-1
"11826",11826,"anilkohli54","nationalistdoc",-1
"12228",12228,"anilkohli54","nischelbaxi",-1
"12708",12708,"anilkohli54","pamelag2000",-1
"12966",12966,"anilkohli54","paxbrutalis",-1
"13394",13394,"anilkohli54","prashan20943955",-1
"13672",13672,"anilkohli54","priyapippi",-1
"14412",14412,"anilkohli54","ramesh94_bithar",-1
"14614",14614,"anilkohli54","ravi_saraogi",-1
"15458",15458,"anilkohli54","sachanuj",-1
"16090",16090,"anilkohli54","saravananmss",-1
"16282",16282,"anilkohli54","sbalyan",-1
"16428",16428,"anilkohli54","sgmahendran",-1
"16494",16494,"anilkohli54","shahsuneel",-1
"16736",16736,"anilkohli54","shershivraj",-1
"17602",17602,"anilkohli54","sridharasuma",-1
"18526",18526,"anilkohli54","textilemail",-1
"18920",18920,"anilkohli54","triledge13",-1
"19228",19228,"anilkohli54","upsunson",-1
"19326",19326,"anilkohli54","vaibhavg10",-1
"19450",19450,"anilkohli54","vatsmanoj55",-1
"19630",19630,"anilkohli54","vidyaranyaks",-1
"20048",20048,"anilkohli54","vitthaal",-1
"1789",1789,"anilkum31759662","jankibaat1",1
"1791",1791,"anilkumarkpn","devyanidilli",1
"1793",1793,"anilkumarkpn","UnSubtleDesi",1
"1795",1795,"anilmolkere19k","attomeybharti",1
"7740",7740,"anilrai","indiasbigdebate",-1
"1797",1797,"anilraina74","gauravcsawant",1
"1799",1799,"anilsingh2810","iarunmani",1
"1801",1801,"anilvs2003","InternetHinduz",1
"1803",1803,"anilvs2003","ippatel",1
"1805",1805,"animeknight99","amazingatheist",1
"1807",1807,"animesh_rose","URautelaForever",1
"1809",1809,"animesh1804","ShashiTharoor",1
"1811",1811,"anindiansvoice","mkatju",1
"1813",1813,"anirban19k","UrjitPatelRBI",1
"1815",1815,"anirban1akshay","ModiBharosa",1
"1817",1817,"anirban1akshay","URautelaForever",1
"1819",1819,"aniruddhast","rahulroushan",1
"1821",1821,"aniruddrao","gauravcsawant",1
"1823",1823,"anirudhbb","AnupKaphle",1
"1825",1825,"anirudhbengeri","rahulroushan",1
"1827",1827,"anirudhgoel2","ModiBharosa",1
"1829",1829,"anirxdh","URautelaForever",1
"9920",9920,"anisaz9_basit","lodhamar",-1
"16544",16544,"anisaz9_basit","shakkrpara",-1
"1831",1831,"anishaney","FrustIndian",1
"1833",1833,"anishdkd","URautelaForever",1
"1835",1835,"anishusgaonkar","ModiBharosa",1
"1837",1837,"anitaam9653275","rssurjewala",1
"1839",1839,"anitadlivaditis","Timcast",1
"1841",1841,"anjali_jaiz","Nr_Shiralkar",1
"1843",1843,"anjan_karak","indianyogi",1
"1845",1845,"anjanabiswasinc","NG_withINC",1
"2116",2116,"anjanathadhani","archtomy",-1
"1847",1847,"anjaniaries","YSRCParty",1
"1849",1849,"anjaniward184","aapakhi",1
"1851",1851,"anjnathinks_","URautelaForever",1
"1853",1853,"anjuherself","shashidigital",1
"1855",1855,"anjum_parwaz","rssurjewala",1
"1857",1857,"anjunagarajan","tjain2016",1
"4474",4474,"AnjuNagarajan","dabral_chand",-1
"6298",6298,"AnjuNagarajan","gitithadani",-1
"10164",10164,"AnjuNagarajan","maheshjaiswal36",-1
"13292",13292,"AnjuNagarajan","pragya_bhushan",-1
"17882",17882,"AnjuNagarajan","sudhirputhran",-1
"19500",19500,"AnjuNagarajan","veerkumar6717",-1
"20532",20532,"AnjuNagarajan","ysbais",-1
"1859",1859,"ankchaudhary2","HumorMinistry",1
"1861",1861,"ankeetneurekar","ModiBharosa",1
"1863",1863,"ankesh7006","madskak",1
"1865",1865,"anki4uever","URautelaForever",1
"1867",1867,"ankibn","URautelaForever",1
"1869",1869,"ankish_goel","steve_hanke",1
"1871",1871,"ankit_caan","jamewils",1
"1873",1873,"ankit_gupta518","roshankar",1
"1875",1875,"ankit_saraf","Joydas",1
"1877",1877,"ankit1534","URautelaForever",1
"1879",1879,"ankitaayushaman","URautelaForever",1
"1881",1881,"ankitaker","URautelaForever",1
"1883",1883,"ankitartoflivin","rahulroushan",1
"1885",1885,"ankitbh86616036","URautelaForever",1
"1887",1887,"ankitgolmaal","URautelaForever",1
"1889",1889,"ankithoc","mkatju",1
"1891",1891,"ankitja70073021","URautelaForever",1
"12810",12810,"AnkitLal","paragpatelpower",-1
"14006",14006,"AnkitLal","rahulkandwar",-1
"1893",1893,"ankitmunjal20","DipendraDipzo",1
"1895",1895,"ankitsa44603749","OfficeOfRG",1
"1897",1897,"ankitsa44603749","WithCongress",1
"1899",1899,"ankitvasta1","Atheist_Krishna",1
"1901",1901,"ankstoy","LionelMedia",1
"1903",1903,"ankur2705","ShashiTharoor",1
"1905",1905,"ankur9329","renu_18",1
"1907",1907,"ankurhathi333","centerofright",1
"1909",1909,"ankurhathi333","DrShobha",1
"1911",1911,"ankurietcs","ashu3page",1
"1913",1913,"ankurietcs","dna",1
"1915",1915,"ankurpatel541","URautelaForever",1
"1917",1917,"anky2591","rssurjewala",1
"1919",1919,"anmoljaiswal333","URautelaForever",1
"5682",5682,"AnmolSi86","elizaprokhorov1",-1
"1921",1921,"annatarajgowda","Dipankar_cpiml",1
"1923",1923,"annavetticad","prasanto",1
"1925",1925,"annavetticad","rssurjewala",1
"1927",1927,"annielowrey","CGDev",1
"1929",1929,"annielowrey","MilanV",1
"1332",1332,"AnnieLowrey","albrgr",-1
"18886",18886,"AnnieLowrey","tonyfratto",-1
"1931",1931,"annu_philip","1Patelzuber",1
"1933",1933,"annu_philip","rssurjewala",1
"1935",1935,"anon_emy","Lukewearechange",1
"1937",1937,"anon_emy","Timcast",1
"1939",1939,"anondomotth","5Forty3",1
"1941",1941,"anonymouspanjab","AmitDhiman_",1
"1943",1943,"anoop1495","Nr_Shiralkar",1
"1945",1945,"anoopmenon9","5Forty3",1
"1947",1947,"anordinryindian","geetv79",1
"1949",1949,"anpadh_indian","DrShobha",1
"1951",1951,"ansari8115nawaz","jitenderkhalsa",1
"1953",1953,"anshaap1","_MiteshPatel",1
"1955",1955,"anshbx","Chakolebaaz",1
"1957",1957,"anshi2017","DrKumarVishwas",1
"1959",1959,"anshikashukla","Ateendriyo",1
"1961",1961,"anshu_vats1","YesIamSaffron",1
"1963",1963,"anshujuhee","StreetBuzzApp",1
"1965",1965,"anshulg1611","bsindia",1
"1967",1967,"anshulsethindia","NG_withINC",1
"1969",1969,"anshumankhanna2","CSISIndiaChair",1
"1971",1971,"anshumapandit90","rahulroushan",1
"1973",1973,"anshumapandit90","SecretaryMEITY",1
"1975",1975,"anshurathore99","5Forty3",1
"14922",14922,"ANTHONYBLOGAN","rickyyo2010",-1
"1977",1977,"anthonyjos","ShashiTharoor",1
"1979",1979,"anti_31percent","RoflGandhi_",1
"1981",1981,"anti_conversion","AmiteshK01",1
"1983",1983,"anti_fit","nixxin",1
"1985",1985,"antiboringagent","aaanupriyaaa",1
"1987",1987,"antojoseph","dna",1
"1989",1989,"anubhabreveals","URautelaForever",1
"1991",1991,"anubisthelink","amazingatheist",1
"1993",1993,"anuj___mishra","DrKumarVishwas",1
"1995",1995,"anumulachaitra","pGurus1",1
"1997",1997,"anunayiitb","5Forty3",1
"1999",1999,"anunayiitb","centerofright",1
"2001",2001,"anunayiitb","gauravcsawant",1
"2003",2003,"anunayiitb","ShefVaidya",1
"2005",2005,"anupama2014","ANI_news",1
"2007",2007,"anupama2014","MinhazMerchant",1
"2009",2009,"anupamaanuu","URautelaForever",1
"2011",2011,"anupamdeb775","ashu3page",1
"20252",20252,"anupamdeb775","wbe1947",-1
"2013",2013,"anupbhide","mohitthatte",1
"2015",2015,"anupblr","ModiBharosa",1
"1154",1154,"AnupKaphle","ajmal9m",-1
"1824",1824,"AnupKaphle","anirudhbb",-1
"18826",18826,"AnupKaphle","tirutakaruki",-1
"2017",2017,"anuprss","ModiBharosa",1
"2019",2019,"anupsharmindian","DrKumarVishwas",1
"2021",2021,"anuradha898","gauravcsawant",1
"2023",2023,"anurag_irs","IncomeTaxIndia",1
"2025",2025,"anurag29","sandipsabharwal",1
"2027",2027,"anurag31","RealHistoryPic",1
"2029",2029,"anuraganuj","airnewsalerts",1
"2031",2031,"anuraganuj","DrShobha",1
"2033",2033,"anuragbatrayo","BWBusinessworld",1
"5876",5876,"anuragbhateja","fekubuster",-1
"2035",2035,"anuraggarg11","Joydas",1
"2037",2037,"anuraggarg11","RoflGandhi_",1
"2039",2039,"anuraggarg11","ShashiTharoor",1
"2041",2041,"anuragrbl","IncomeTaxIndia",1
"2043",2043,"anuragvikram1","BspUp2017",1
"2045",2045,"anuruddh6342","URautelaForever",1
"2047",2047,"anusharmaudh","PiyushGoyalOffc",1
"2049",2049,"anuuragjain","avarakai",1
"2051",2051,"anuuragjain","dhrumilpatel",1
"2053",2053,"anuuragjain","pGurus1",1
"2055",2055,"anvay_sharma","shekhar_ojha",1
"2057",2057,"anvesha1989","ModiBharosa",1
"2059",2059,"anxjain","attomeybharti",1
"3230",3230,"aolschools","bharat_golakiya",-1
"12208",12208,"aolschools","nirmalaahuja1",-1
"2061",2061,"aparnasingh1211","kanimozhi",1
"2063",2063,"aparnaupadhaya","ModiBharosa",1
"2065",2065,"apaulk2","databaseDNA",1
"2067",2067,"aplaxman","ShefVaidya",1
"2069",2069,"apllalkesh","aashishrazdan",1
"2071",2071,"apnadk","Atheist_Krishna",1
"2073",2073,"apnashahrukh","URautelaForever",1
"2075",2075,"apoliceshanigm2","RNTata2000",1
"2077",2077,"apoorvjain_1988","steve_hanke",1
"2079",2079,"aps98_alok","URautelaForever",1
"2081",2081,"apsacs1","MIB_India",1
"2083",2083,"apsacs1","PIB_India",1
"2085",2085,"apthamitra","rahulroushan",1
"2087",2087,"aquariantruths","sumitkashyapjha",1
"2089",2089,"aquasanjay","SheenuDr",1
"2091",2091,"aradhyaroy12","URautelaForever",1
"2093",2093,"arafath700","ShashiTharoor",1
"2095",2095,"arallan78","rahulroushan",1
"2097",2097,"aravind8","GreatGameIndia",1
"2099",2099,"aravindmaveric","NG_withINC",1
"2101",2101,"aravndkr","5Forty3",1
"2103",2103,"arbaaz98479112","URautelaForever",1
"2105",2105,"arbabasu","URautelaForever",1
"2107",2107,"arbind1982","anilkohli54",1
"2109",2109,"archchaudhary","rpollard",1
"2111",2111,"archie_214","steve_hanke",1
"2113",2113,"archie229","gauravcsawant",1
"2115",2115,"archtomy","anjanathadhani",1
"2117",2117,"archtomy","kanimozhi",1
"2119",2119,"archtomy","RevathiRajeevan",1
"2121",2121,"ardmehra1966","PiyushGoyalOffc",1
"2123",2123,"arfatahmad","inNatGeo",1
"2125",2125,"arghya_whiwc","IncomeTaxIndia",1
"2127",2127,"ari_sarker","IbrahimTasleem",1
"2129",2129,"arianrams","teasri",1
"2131",2131,"arif007","prasanto",1
"2133",2133,"arif47865","jitenderkhalsa",1
"2135",2135,"arif4aap","ashu3page",1
"2137",2137,"arif4aap","DrKumarVishwas",1
"2139",2139,"arif4aap","RealHistoryPic",1
"2278",2278,"arifkhan7","arunram",-1
"8722",8722,"arifkhan7","jvsk3",-1
"16120",16120,"arifkhan7","saritax",-1
"17048",17048,"arifkhan7","simaabhashmi",-1
"18820",18820,"arifkhan7","tinucherian",-1
"19584",19584,"arifkhan7","vibhurishi",-1
"2141",2141,"arijit599","ShashiTharoor",1
"2143",2143,"arikgandhi","PIB_India",1
"2145",2145,"arindambarman16","URautelaForever",1
"2147",2147,"arindamkolay","ami1623",1
"2149",2149,"aristidebancevu","aaanupriyaaa",1
"2151",2151,"aritraroyc","ModiBharosa",1
"2153",2153,"ariyanas","steve_hanke",1
"2155",2155,"arjita_sethi","URautelaForever",1
"2157",2157,"arjun_jethi","BrainandMoney",1
"2159",2159,"arjun_ntr","Gadgets360",1
"2161",2161,"arjundares","AdityaNair20",1
"2163",2163,"arjuneetiholic","URautelaForever",1
"2165",2165,"arjunknair","marghospitality",1
"2167",2167,"arjunnallula","MinIT_Telangana",1
"2169",2169,"arjunshukla_","PiyushGoyalOffc",1
"12952",12952,"arkaytimes","pavanvoice",-1
"14870",14870,"arkaytimes","retweet_wala",-1
"2171",2171,"arkayvi","attomeybharti",1
"2173",2173,"armandoseoane","steve_hanke",1
"8974",8974,"armolukDan","karthisrv",-1
"2175",2175,"arnabcoaching","ShashiTharoor",1
"4812",4812,"ArnabGoswamiTv","deshneeti",-1
"8852",8852,"ArnabGoswamiTv","kamesh_gadia",-1
"15360",15360,"arnavkapoormk","rustamdzgl",-1
"2177",2177,"aroopdatta","gauravcsawant",1
"2179",2179,"arorahimanshu83","Phronesis_inc",1
"2181",2181,"arorasid","5Forty3",1
"7858",7858,"AroundDIndia","ipcircus",-1
"11690",11690,"AroundDIndia","namocurrent",-1
"2183",2183,"arpansingh06","gauravcsawant",1
"2185",2185,"arpit_namo_vira","URautelaForever",1
"2187",2187,"arpit4296","shripadynaik",1
"2189",2189,"arpitasingh901","Stupidosaur",1
"2191",2191,"arpitsizzle","AskAnshul",1
"2193",2193,"arpitsizzle","attomeybharti",1
"2195",2195,"arpitsizzle","gauravcsawant",1
"2197",2197,"arpitsizzle","ModiBharosa",1
"2199",2199,"arpitsizzle","rahulroushan",1
"2201",2201,"arrahma61722320","DrKumarVishwas",1
"2203",2203,"arrebut","mohitthatte",1
"2205",2205,"arrechisimo","rssurjewala",1
"2207",2207,"arshad_rayeen90","DrKumarVishwas",1
"2209",2209,"arshkhankhan1","sitaramlamba",1
"2211",2211,"arshtanwar2","URautelaForever",1
"2213",2213,"arthanareeswar6","kanimozhi",1
"2215",2215,"artmatters2me","steve_hanke",1
"2217",2217,"arulbm","ShashiTharoor",1
"2219",2219,"arun2981","aruproytweets",1
"2221",2221,"arun2981","bharat_builder",1
"2223",2223,"arun2981","CNNnews18",1
"2225",2225,"arun2981","DKMahant",1
"2227",2227,"arun2981","steve_hanke",1
"2229",2229,"arunabh_ch","5Forty3",1
"2231",2231,"arunagarwal33","JanLokPaal",1
"2233",2233,"arunava74354624","URautelaForever",1
"2235",2235,"arunbajpairajan","gauravcsawant",1
"2237",2237,"arunbajpairajan","priyaakulkarni2",1
"2239",2239,"arunchitnis","JLLIndia",1
"2241",2241,"arundathi9","jackerhack",1
"2243",2243,"arundhamija","ShashiTharoor",1
"2245",2245,"arundutta2008","DrKumarVishwas",1
"2247",2247,"arunesh__deep","ashu3page",1
"2249",2249,"arunesh__deep","DaaruBaazMehta",1
"2251",2251,"arunesh__deep","Hemant_80",1
"2253",2253,"arunhda","SAURAVK09644570",1
"2255",2255,"arunk5feb","DrGPradhan",1
"2257",2257,"arunk5feb","sukanyaiyer2",1
"2259",2259,"arunketli","rssurjewala",1
"2261",2261,"arunkumardivu","JLLIndia",1
"2263",2263,"arunlinux","5Forty3",1
"2265",2265,"arunmcops","anilkohli54",1
"2267",2267,"arunmcops","attomeybharti",1
"2269",2269,"arunmcops","muglikar_",1
"2271",2271,"arunmcops","rupasubramanya",1
"2273",2273,"arunnigam08","gauravcsawant",1
"2275",2275,"arunnutan","_HazirJawab",1
"2277",2277,"arunram","arifkhan7",1
"2279",2279,"arunrbits","URautelaForever",1
"2281",2281,"arunrush","gauravcsawant",1
"8248",8248,"ArunSFan","jamshydeccan",-1
"11416",11416,"ArunSFan","muhamme06867933",-1
"11420",11420,"ArunSFan","muhdpc",-1
"2283",2283,"arunsharma1970","rssurjewala",1
"2285",2285,"arupgain007","URautelaForever",1
"2220",2220,"aruproytweets","arun2981",-1
"10456",10456,"aruproytweets","manojgulnar",-1
"14810",14810,"aruproytweets","reenu1966",-1
"2287",2287,"arushib93","rupasubramanya",1
"2289",2289,"arvakagzionly","AksharPathak",1
"14366",14366,"arvasudevan","ramana1729",-1
"2291",2291,"arviendvaghela","ShashiTharoor",1
"2293",2293,"arvind__sen","bjpsamvad",1
"7308",7308,"arvind_69","iamsanumanna",-1
"2295",2295,"arvind_barmer","5Forty3",1
"2297",2297,"arvind_joshi","PiyushGoyalOffc",1
"2299",2299,"arvind291","AdityaNair20",1
"2301",2301,"arvind291","DipendraDipzo",1
"2303",2303,"arvind291","harshkkapoor",1
"2305",2305,"arvindarun1","URautelaForever",1
"2307",2307,"arvindmerwade","gauravcsawant",1
"2309",2309,"arvindnayak1","DikshitSmita",1
"2311",2311,"arvindnayak1","DrGPradhan",1
"702",702,"arvindsubraman","abhi_sinha00",-1
"5024",5024,"arvindsubraman","dhruvbhim",-1
"5368",5368,"arvindsubraman","drbejoy07",-1
"10848",10848,"arvindsubraman","mharimenon",-1
"2313",2313,"arvindsubraman","MilanV",1
"15884",15884,"arvindsubraman","sandy_094",-1
"17266",17266,"arvindsubraman","smohan59",-1
"17868",17868,"arvindsubraman","sudarsan_21",-1
"19580",19580,"arvindsubraman","vibhorkedia1",-1
"19952",19952,"arvindsubraman","virgokaran",-1
"2315",2315,"arvinrags","Dr_SarithaAR",1
"2317",2317,"arvsubm","ippatel",1
"2319",2319,"aryaalok","attomeybharti",1
"2321",2321,"aryaalok","IbrahimTasleem",1
"2323",2323,"aryaalok","jgopikrishnan70",1
"2325",2325,"aryaalok","olaprexa",1
"2327",2327,"aryaalok","rahulroushan",1
"2329",2329,"aryaalok","rajeev_mp",1
"2331",2331,"aryan_gupta26","URautelaForever",1
"2333",2333,"aryankumaar","URautelaForever",1
"2335",2335,"aryasha_pundhir","URautelaForever",1
"2337",2337,"aryavaani404","abhic_1983",1
"2339",2339,"aryavart_1","gauravcsawant",1
"2341",2341,"aryavart_bhumi","Ra_THORe",1
"2343",2343,"aryayatharth","saaxenanurag",1
"2345",2345,"asajidkhan78","ShashiTharoor",1
"2347",2347,"aseemgupta2002","gauravcsawant",1
"2349",2349,"ash_ventura","gauravcsawant",1
"2351",2351,"ash_ventura","ruhitewari",1
"2353",2353,"ash0080singh","URautelaForever",1
"2355",2355,"ashahul","stausifr",1
"2357",2357,"ashakantasharma","centerofright",1
"2359",2359,"asharma2081","centerofright",1
"2361",2361,"ashavinayaraj","geetv79",1
"2363",2363,"asheeshkumaar11","URautelaForever",1
"2365",2365,"ashfaque156","1Patelzuber",1
"2367",2367,"ashikdoshi","ModiBharosa",1
"2369",2369,"ashimpurohit18","URautelaForever",1
"2371",2371,"ashimraizada","AdityaNair20",1
"2373",2373,"ashis_pandey1","MIB_India",1
"2375",2375,"ashis_pandey1","PIB_India",1
"8574",8574,"Ashish_1905","johntho49503509",-1
"2377",2377,"ashish_dagwar","PiyushGoyalOffc",1
"14768",14768,"ashish0108sheth","realdeshmukh",-1
"20080",20080,"ashish0108sheth","vivekkapoor111",-1
"2379",2379,"ashish2309","ModiBharosa",1
"2381",2381,"ashish60324466","DrKumarVishwas",1
"2383",2383,"ashisha21953185","DrKumarVishwas",1
"2385",2385,"ashishbhargava7","URautelaForever",1
"2387",2387,"ashishbhatt91","RoflGandhi_",1
"2389",2389,"ashishchandoke","RoflGandhi_",1
"2391",2391,"ashishchaniara","MayurP2024",1
"2393",2393,"ashishcooper","Joydas",1
"2395",2395,"ashishdixitkanu","DrKumarVishwas",1
"2397",2397,"ashishj86997353","URautelaForever",1
"2399",2399,"ashishk73762819","priyaakulkarni2",1
"2401",2401,"ashishk73762819","rahulroushan",1
"2403",2403,"ashishkarandik1","ModiBharosa",1
"2405",2405,"ashishluniya4","URautelaForever",1
"2407",2407,"ashishpatilraut","ModiBharosa",1
"2409",2409,"ashishretweeter","Joydas",1
"2411",2411,"ashishsahu84830","DrKumarVishwas",1
"2413",2413,"ashishsinghame","PiyushGoyalOffc",1
"2415",2415,"ashishvr1","5Forty3",1
"2417",2417,"ashishvr1","gauravcsawant",1
"2419",2419,"ashishvr1","Ra_THORe",1
"2421",2421,"ashley_n_a","URautelaForever",1
"2423",2423,"ashmitroy","bsindia",1
"15410",15410,"ashok_baruah","sa_matthana",-1
"2425",2425,"ashok_dwivedy","centerofright",1
"2427",2427,"ashok_magadh","rahulroushan",1
"2429",2429,"ashok25031962","ShashiTharoor",1
"2431",2431,"ashok50_ashok","MIB_India",1
"2433",2433,"ashok50_ashok","PIB_India",1
"2435",2435,"ashokabraham","jay_ambadi",1
"2437",2437,"ashokalions","AskAnshul",1
"2439",2439,"ashokdhamu","CMOMaharashtra",1
"2441",2441,"ashokepandit","madskak",1
"11300",11300,"ashokepandit","mrakashss",-1
"11710",11710,"ashokepandit","nandakrishna2",-1
"14324",14324,"ashokepandit","rakeshb71917365",-1
"4438",4438,"ashokgehlot51","cybercongress",-1
"6200",6200,"ashokgehlot51","gehlotashokfans",-1
"2443",2443,"ashokism","ashokism",1
"2444",2444,"ashokism","ashokism",-1
"2445",2445,"ashokkumarbair9","URautelaForever",1
"2447",2447,"ashokomdubey","geetv79",1
"2449",2449,"ashokpareek2000","Meena_ETVnews",1
"2451",2451,"ashokrodgi","gauravcsawant",1
"2453",2453,"ashokrodgi","ShefVaidya",1
"2455",2455,"ashokshuklasoda","jamewils",1
"2457",2457,"ashokthakur1983","ModiBharosa",1
"2459",2459,"ashu_njr","Joydas",1
"226",226,"ashu3page","2023ajith",-1
"252",252,"ashu3page","30vineet",-1
"434",434,"ashu3page","aakhiri_salaam",-1
"480",480,"ashu3page","aap2014kumar",-1
"486",486,"ashu3page","aapadarsh",-1
"496",496,"ashu3page","aapdiwana",-1
"510",510,"ashu3page","aapjnp",-1
"522",522,"ashu3page","aapkamuzzammil",-1
"526",526,"ashu3page","aapkarauf",-1
"534",534,"ashu3page","aapkiaawaaz",-1
"554",554,"ashu3page","aaprevolutioncg",-1
"560",560,"ashu3page","aapved",-1
"596",596,"ashu3page","aashupi",-1
"858",858,"ashu3page","abinash_2k",-1
"1090",1090,"ashu3page","aishwaryverma9",-1
"1172",1172,"ashu3page","akarimi1974",-1
"1244",1244,"ashu3page","akhil5in",-1
"1322",1322,"ashu3page","alamgirizvi",-1
"1394",1394,"ashu3page","altaf_pathan",-1
"1432",1432,"ashu3page","amandeep_kler",-1
"1532",1532,"ashu3page","amitdeshwal77",-1
"1600",1600,"ashu3page","amms28",-1
"1912",1912,"ashu3page","ankurietcs",-1
"2012",2012,"ashu3page","anupamdeb775",-1
"2136",2136,"ashu3page","arif4aap",-1
"2248",2248,"ashu3page","arunesh__deep",-1
"2548",2548,"ashu3page","astro_rat",-1
"2944",2944,"ashu3page","bansodsada",-1
"2954",2954,"ashu3page","bardhmanlyc",-1
"3014",3014,"ashu3page","bd8a9b02c9214b7",-1
"3122",3122,"ashu3page","beingsafdar",-1
"3226",3226,"ashu3page","bharat_builder",-1
"3254",3254,"ashu3page","bharatiyasevak",-1
"3288",3288,"ashu3page","bhati_yash",-1
"3370",3370,"ashu3page","bibipakhii",-1
"3580",3580,"ashu3page","bodhisnews",-1
"3642",3642,"ashu3page","boughkisor",-1
"3960",3960,"ashu3page","chandansingh57",-1
"4126",4126,"ashu3page","choudhurysam1",-1
"4528",4528,"ashu3page","darkdestinynme",-1
"5100",5100,"ashu3page","dilip_boghani",-1
"5208",5208,"ashu3page","dipsticktest",-1
"5228",5228,"ashu3page","divyajn07",-1
"5336",5336,"ashu3page","dpadhihari",-1
"5396",5396,"ashu3page","drhsvastrakar",-1
"5408",5408,"ashu3page","drkeza",-1
"5418",5418,"ashu3page","drmalikkalam",-1
"5442",5442,"ashu3page","drnihden",-1
"5862",5862,"ashu3page","fawu25",-1
"5944",5944,"ashu3page","freeforall2014",-1
"5974",5974,"ashu3page","funloveraap",-1
"5980",5980,"ashu3page","furkansayed1",-1
"5990",5990,"ashu3page","g_101010",-1
"6096",6096,"ashu3page","gargtarun1987",-1
"6306",6306,"ashu3page","gksid12",-1
"6362",6362,"ashu3page","gohanvsrohan",-1
"6472",6472,"ashu3page","gr8india",-1
"6564",6564,"ashu3page","gupta1587",-1
"6588",6588,"ashu3page","gurpreetjhand",-1
"6628",6628,"ashu3page","gyanguru2707",-1
"6634",6634,"ashu3page","gyansr",-1
"7096",7096,"ashu3page","hrpritz",-1
"7270",7270,"ashu3page","iammastanvali",-1
"7322",7322,"ashu3page","iamskshabbir",-1
"7406",7406,"ashu3page","ideaofcongress",-1
"7526",7526,"ashu3page","imabhaygupta",-1
"7762",7762,"ashu3page","indigokores",-1
"7876",7876,"ashu3page","ipx25",-1
"7948",7948,"ashu3page","ishi891",-1
"8072",8072,"ashu3page","ivntalks",-1
"8100",8100,"ashu3page","j0shig",-1
"8266",8266,"ashu3page","janlokpaal",-1
"8448",8448,"ashu3page","jethiankur",-1
"8478",8478,"ashu3page","jhon23camp",-1
"8504",8504,"ashu3page","jiji_jai",-1
"8558",8558,"ashu3page","joe_joeluis",-1
"8734",8734,"ashu3page","jyotishankarjha",-1
"8898",8898,"ashu3page","kantadhal",-1
"8928",8928,"ashu3page","kapindraverma",-1
"9190",9190,"ashu3page","khan96faiz",-1
"9602",9602,"ashu3page","kumar69781989",-1
